code,name,district_code,facility_type,source_uuid
03090,CENTRE MEDICAL ESPACE RAPHA SANTE DE TREICHVILLE,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3090
00133,CHS PUBLIC ICA DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0133
00130,CHU PUBLIC DE TREICHVILLE,205,PB,LLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLLL151
09730,CLINIQUE MEDICALE ROCHE,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9730
01780,CLINIQUE NANAN YAMOUSSOU,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1780
09729,CLINIQUE POLYMED,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9729
00147,CMS PRIVE AVENUE 1 DE TREICHVILLE,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0147
09851,CMS PRIVE SEMPA DE MARCORY-TREICHVILLE,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9851
00139,CMS PUBLIC HABITAT CRAONE ENTENTE DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0139
00132,CNTS PUBLIC CENTRE NATIONAL DE TRANSFUSION SANGUIN,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0132
01449,CSU-D PUBLIC DISPENSAIRE COMMUNAL DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1449
07788,CSU-D PUBLIC DU DISTRICT ABIDJAN DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7788
07789,CSU-D PUBLIC PALAIS DE LA CULTURE DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7789
01442,CSU-D PUBLIC PONT HOUPHOUÊT DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1442
01302,CSU-DM COMMUNAUTAIRE ALIODAN DE MARCORY,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1302
00588,CSU-DM COMMUNAUTAIRE ARRAS II PLACE ENERSTO DE TRE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0588
00749,CSU-DM PRIVE ASAPSU ALIODAN DE MARCORY,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0749
00137,CSUS-CAT PUBLIC DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0137
07001,CSUS-CDV PRIVE AIBEF DE TREICHVILLE,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7001
07007,CSUS-CDV PRIVE CENTRE SOCIAL DE MARCORY,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7007
07002,CSUS-CDV PRIVE CIRBA DE TREICHVILLE,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7002
07010,CSUS-CDV PRIVE CLINIQUE DE CONFIANCE DE BIETRY,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7010
07003,CSUS-CDV PRIVE HOPE DE TREICHVILLE,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7003
07004,CSUS-CDV PRIVE LA PIERRE ANGULAIRE DE TREICHVILLE,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7004
01582,CSUS-PPH PUBLIC CHU DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1582
01526,CSUS-SMIT PUBLIC CHU DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1526
00119,CSUS-SSSU PUBLIC DE MARCORY-CENTRE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0119
00148,CSUS-SSSU PUBLIC ENTENTE DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0148
01798,CSUS-SSSU PUBLIC INFAS DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1798
01414,CSUS-USAC PUBLIC DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1414
01433,FSU COMMUNAUTAIRE HKB DE MARCORY ANOUMABO,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1433
00116,HG PUBLIC DE MARCORY-CENTRE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0116
00144,HG PUBLIC JEAN DELAFOSSE DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0144
02571,ICT 2ÈME CIE GSPM ZONE 4,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2571
02563,ICT GARDE REPUBLICAINE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2563
02585,ICT GROUPE SECURITE PORTUAIRE ABIDJAN,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2585
01571,INF-LC PUBLIC COLLÈGE MODERNE AUTOROUTE DE TREICHV,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1571
00131,INHP PUBLIC DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0131
03011,LABORATOIRE DE PROTHESE DENTAIRE PRO-ZIRCON,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3011
03013,LNSP PUBLIC LABORATOIRE NATIONALE DE SANTÉ PUBLIQU,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3013
01779,POLYCLINIQUE AVICIENNES DE MARCORY,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1779
01788,POLYCLINIQUE HÔTEL DIEU,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1788
09728,POLYCLINIQUE LES GRÂCES,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9728
03014,PSP PUBLIC DE TREICHVILLE,205,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3014
02863,SERVICE MEDICO-SOCIAL DE AIGF,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2863
02871,SERVICE MEDICO-SOCIAL DE SOTRA TREICHVILLE,205,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2871
00394,CHR PUBLIC DE AGBOVILLE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0394
07969,CSR-D  PUBLIC DE GRAND MOUTCHO,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7969
02980,CSR-D PUBLIC D' ERYMAKOUGUIE  2,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2980
01531,CSR-D PUBLIC DE ABE-BEGNINI,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1531
07028,CSR-D PUBLIC DE ACHIEKOI,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7028
00904,CSR-D PUBLIC DE AMANGBEU,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0904
01986,CSR-D PUBLIC DE ARRAGUIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1986
01985,CSR-D PUBLIC DE BANGUIE 2,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1985
00403,CSR-D PUBLIC DE COPA,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0403
00839,CSR-D PUBLIC DE ELEVI,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0839
02727,CSR-D PUBLIC DE GBESSE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2727
02721,CSR-D PUBLIC DE GOUABO,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2721
03426,CSR-D PUBLIC DE KASSIGUIE,301,PB,
01987,CSR-D PUBLIC DE LAPO,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1987
00902,CSR-D PUBLIC DE LOVIGUIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0902
02723,CSR-D PUBLIC DE M'BERIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2723
00212,CSR-D PUBLIC DE M'BROME,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0212
02722,CSR-D PUBLIC DE OTOPE 1,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2722
01988,CSR-D PUBLIC DE SEGUIE-BOGUIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1988
02725,CSR-D PUBLIC DE WAHIN,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2725
00393,CSR-DM PUBLIC DE ABOUDE MANDEKE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0393
01491,CSR-DM PUBLIC DE ANANGUIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1491
00400,CSR-DM PUBLIC DE ANNO,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0400
00401,CSR-DM PUBLIC DE ATTOBROU,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0401
02726,CSR-DM PUBLIC DE EHOUEGUIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2726
00406,CSR-DM PUBLIC DE GRAND-YAPO,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0406
00408,CSR-DM PUBLIC DE GUESSIGUIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0408
00117,CSR-DM PUBLIC DE OFFA,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0117
00411,CSR-DM PUBLIC DE YAPO-GARE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0411
01320,CSR-I PUBLIC DE M'BROU,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1320
00118,CSR-M PUBLIC DE ODOGUIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0118
01898,CSR-M PUBLIC DE OFFOUM'PO,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1898
00413,CSU-DM PUBLIC DE AZAGUIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0413
00671,CSU-DM PUBLIC DE CECHI,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0671
00404,CSU-DM PUBLIC DE GRAND-MORIE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0404
03427,CSU-DM PUBLIC DE KOUAKOUKRO-SOKOURA,301,PB,
00409,CSU-DM PUBLIC DE ORESS-KROBOU,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0409
00416,CSU-DM PUBLIC DE RUBINO,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0416
01258,CSUS-CAT PUBLIC DE AGBOVILLE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1258
01918,CDV COM ASSOCIATION OMOUHO DE AGBOVILLE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1918
03288,CSUS-CDV COMMUNAUTAIRE M'PETE,301,PB,
00395,CSUS-PMI PUBLIC DE AGBOVILLE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0395
00396,CSUS-SSSU PUBLIC DE AGBOVILLE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0396
01640,INF-LC PUBLIC COLLÈGE MODERNE DE AGBOVILLE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1640
02529,INF-LC PUBLIC LYCÉE MODERNE DE AGBOVILLE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2529
01555,INF-P DE LA MAISON D'ARRÊT DE AGBOVILLE,301,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1555
01627,INF-PV PRIVE COTIVO DE AGBOVILLE,301,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1627
01639,INF-PV SAINT CLÉMENT RAN D' AGBOVILLE,301,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1639
07777,CSR-D PUBLIC DE BAKANOU A,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7777
01625,CSR-D PUBLIC DE BAKANOU B,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1625
00263,CSR-D PUBLIC DE KATADJI,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0263
01131,CSR-D PUBLIC DE YAOBOU,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1131
00257,CSR-DM PUBLIC DE BECEDI,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0257
01967,CSR-DM PUBLIC DE BRAFOUEBI,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1967
00259,CSR-DM PUBLIC DE ELIBOU,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0259
00410,CSR-DM PUBLIC DE SAHUYE,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0410
02384,CSR-DM PUBLIC DE SOUKOUKRO,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2384
00261,CSU-DM PUBLIC DE GOMON,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0261
02686,CSUS-SSSU PUBLIC DE SIKENSI,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2686
00264,HG PUBLIC DE SIKENSI,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0264
01802,INF-LYCÉE MUNICIPAL DE SIKENSI,302,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1802
03018,CABINET D’OPTICIEN-LUNETIER METHODIC VISION,303,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3018
01805,CDT-DS TIASSALÉ,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1805
01616,CENTRE MEDICAL SCB DE TIASSALE,303,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1616
07986,CSR-D  PUBLIC DE  AMANI MENOU,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7986
07987,CSR-D  PUBLIC DE  BOTINDE,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7987
01774,CSR-D PUBLIC DE AFFIKRO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1774
01951,CSR-D PUBLIC DE AHIROA,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1951
01624,CSR-D PUBLIC DE AHONDO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1624
00003,CSR-D PUBLIC DE AHOUAKRO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0003
02823,CSR-D PUBLIC DE AHOUATY,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2823
01974,CSR-D PUBLIC DE ATTIGUEI,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1974
01973,CSR-D PUBLIC DE BODO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1973
01294,CSR-D PUBLIC DE BROUBROU,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1294
09726,CSR-D PUBLIC DE DENISEKRO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS9726
01972,CSR-D PUBLIC DE KASSASSO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1972
01637,CSR-D PUBLIC DE KATCHENOU,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1637
00156,CSR-D PUBLIC DE KODJEBOUMAN,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0156
03289,CSR-D PUBLIC DE KOUAMEKRO,303,PB,
00739,CSR-D PUBLIC DE LELEBLE,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0739
00673,CSR-D PUBLIC DE M'BRIMBO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0673
02790,CSR-D PUBLIC DE N'DENOU,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2790
00005,CSR-D PUBLIC DE SINGROBO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0005
02307,CSR-D PUBLIC DE TAABO VILLAGE,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2307
00006,CSR-D PUBLIC DE TOKOHIRI,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0006
00007,CSR-D PUBLIC MAC DE TIASSALE,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0007
07783,CSR-DM PUBLIC D' ETICOON,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7783
00296,CSR-DM PUBLIC DE AHEREMOU 2,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0296
00154,CSR-DM PUBLIC DE BOUSSOUKRO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0154
01488,CSR-DM PUBLIC DE KOTIESSOU,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1488
01295,CSR-DM PUBLIC DE MOROKRO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1295
01535,CSR-DM PUBLIC DE N'ZIANOUAN,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1535
01298,CSR-DM PUBLIC DE PACOBO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1298
03137,CSR-DM PUBLIC DE SAHOUA,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS3137
00724,CSR-DM PUBLIC DE SOKROGBO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0724
01293,CSU PUBLIC DE BINAO-BOUSSOUE,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1293
01292,CSU-D PUBLIC CENTRE DE ZONE DE TAABO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1292
07988,CSU-DM PRIVE-ONG CAMES DE TIASSALE,303,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7988
01296,CSU-DM PUBLIC DE N'DOUCI,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1296
00790,CSUS-PMI PUBLIC DE TIASSALE,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0790
02683,CSUS-SSSU PUBLIC DE TIASSALE,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2683
01291,HG PUBLIC DE TAABO,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1291
01299,HG PUBLIC DE TIASSALE,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1299
02755,HÔPITAL ST JEAN-BAPTISTE DE BODO (DIST. TIASSALÉ),303,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2755
02576,ICT CENTRE DE SECOURS GSPM N'ZIANOUAN,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2576
00113,INF-LC PUBLIC BAD DE N'DOUCI,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0113
01300,INF-LC PUBLIC LYCÉE MODERNE DE TIASSALE,303,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1300
02630,CMS PRIVE COMPLEXE SUCRIER DE  BOROTOU,401,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2630
03502,CSR-D PUBLIC DE  NIAMOUTOU,401,PB,
03500,CSR-D PUBLIC DE KALASSI 1,401,PB,
01142,CSR-D PUBLIC DE MANHANDOUGOU,401,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1142
03499,CSR-D PUBLIC DE SANANKORO,401,PB,
03501,CSR-D PUBLIC DE SILAKOROBA,401,PB,
00100,CSR-DM PUBLIC DE KOFFINA,401,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0100
01410,CSR-DM PUBLIC DE MOAMBASSO,401,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1410
02527,CSR-M PUBLIC DE BONTOU,401,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2527
01303,CSU-DM PUBLIC DE BOOKO,401,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1303
01306,CSU-DM PUBLIC DE BOROTOU,401,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1306
01309,CSU-DM PUBLIC DE NIOKOSSO,401,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1309
01307,HG PUBLIC DE KORO,401,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1307
07210,CSR-D PUBLIC DE GBELO (DIST. TOUBA),402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7210
01404,CSR-D PUBLIC DE GOUEKAN,402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1404
01316,CSR-DM PUBLIC DE FERENTELLA,402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1316
01401,CSR-DM PUBLIC DE GANHOUE,402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1401
02348,CSR-DM PUBLIC DE MANDOUGOU,402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2348
01315,CSR-DM PUBLIC DE SABOUDOUGOU,402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1315
01790,CSR-DM PUBLIC DE SANTA (S/P KOONAN),402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1790
01549,CSR-DM PUBLIC DE TIAWE,402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1549
02667,CSR-DM PUBLIC DE ZABANAGORO,402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2667
01313,CSU-DM PUBLIC DE KOONAN,402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1313
01318,HG PUBLIC DE OUANINOU,402,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1318
02896,CABINET D’OPTICIEN-LUNETIER IDYLLOPTIC,403,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2896
02123,CSUS-CAT PUBLIC DE TOUBA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2123
01326,CHR PUBLIC DE TOUBA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1326
01088,CSR-D PUBLIC DE BAKANDESSO,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1088
03323,CSR-D PUBLIC DE BOUNDALA,403,PB,
02977,CSR-D PUBLIC DE FOUBEDOUGOU,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2977
03324,CSR-D PUBLIC DE GBETEMA,403,PB,
03321,CSR-D PUBLIC DE KAMASSELLA,403,PB,
01323,CSR-D PUBLIC DE SILAKORO,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1323
03322,CSR-D PUBLIC DE SOROTANA,403,PB,
02122,CSR-D PUBLIC DE SOUATIESSO,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2122
03325,CSR-D PUBLIC DE TOULO,403,PB,
02666,CSR-DM PUBLIC D' OUEBASSO,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2666
01321,CSR-DM PUBLIC DE DIOMAN,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1321
01789,CSR-DM PUBLIC DE DOH,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1789
01791,CSR-DM PUBLIC DE FOUENAN,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1791
02345,CSR-DM PUBLIC DE MADINA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2345
01324,CSR-DM PUBLIC DE SOKOURALA MAHOU,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1324
07211,CSR-DM PUBLIC DE TIENKO (S/P TOUBA),403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7211
07212,CSU-I PUBLIC DE TOUBA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7212
01322,CSU-DM PUBLIC DE FOUNGBESSO,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1322
01311,CSU-DM PUBLIC DE GUINTEGUELA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1311
03434,CSUS-CAT PUBLIC DE TOUBA,403,PB,
01327,CSUS-PMI PUBLIC DE TOUBA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1327
01736,CSUS-SSSU PUBLIC DE TOUBA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1736
00188,INF-M PUBLIC GARNISON DE TOUBA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0188
02362,INF-P PUBLIC PRISON CIVIL MAC DE TOUBA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2362
07213,INF-PV PRIVE KÉNÉYASSO DE TOUBA,403,PV,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7213
00597,INHP-A PUBLIC DE TOUBA,403,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0597
07295,CMS PUBLIC DE BOUNDIALI,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS7295
02159,CSR-D PUBLIC DE DIOGO,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2159
00614,CSR-D PUBLIC DE FODIO,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0614
01949,CSR-D PUBLIC DE FONONDARA,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1949
02602,CSR-D PUBLIC DE GBEMOU,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS2602
00617,CSR-D PUBLIC DE KEBI,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0617
01709,CSR-D PUBLIC DE LAFI,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1709
01708,CSR-D PUBLIC DE LANDOUGOU,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1708
01405,CSR-D PUBLIC DE NIEMPURGUE,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS1405
00618,CSR-D PUBLIC DE NONDARA,501,PB,SSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS0618
